description,date_announced,date_start,date_end,country,init_country_level,domestic_policy,type,type_sub_cat,target_who_what,compliance,lockdown_length
"Chile enforces a lockdown in the northern part of the commune of Santiago from April 13 to April 16. The northern area of the commune of Santiago will be defined as the area located north of the axis composed of Manuel Antonio Matta Avenue Almirante Manuel Blanco Encalada Avenue, Arica and 5 de Abril. The lockdown has been extended until May 7. UPDATE: The lockdown set on April 13 has been extended until May 7.",2020-04-28,2020-05-01,2020-05-07,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Quinta Normal beginning on April 23 and ending on April 30. The lockdown has been extended to May 7. UPDATE: The lockdown has been extended to May 7.,2020-04-28,2020-05-01,2020-05-07,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),6
Chile is enforcing a one-week lockdown in Punta Arenas beginning on April 1 and ending on April 8. The lockdown has been extended to May 7. UPDATE: The lockdown has been extended to May 7.,2020-04-28,2020-05-01,2020-05-07,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),6
Chile enforces a lockdown in the western area of the commune of Puente Alto from April 9 for 7 days. The western area of the commune of Puente Alto is the area located on the west of the axis composed of Vicuña Mackenna Avenue and Concha y Toro Avenue. The lockdown has been extended to May 7. UPDATE: The lockdown has been extended to May 7.,2020-04-28,2020-05-01,2020-05-07,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),6
Chile is enforcing a lockdown in the north-eastern area of the commune of San Bernardo from April 16 for 7 days. The north-east area of the commune of San Bernardo is the area located north of the axis of Colón Avenue and Balmaceda Avenue and east of the Central Highway - Route 5 South. The lockdown has been extended until May 7. UPDATE: The lockdown has been extended to May 7.,2020-04-28,2020-05-01,2020-05-07,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),6
Chile is enforcing a lockdown in the commune of Arica beginning on April 16 for 7 days. The lockdown has been extended until May 7. UPDATE: The lockdown set on April 16 has been extended until May 7.,2020-04-28,2020-05-01,2020-05-07,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the commune of El Bosque beginning on April 16 for 7 days. The lockdown has been extended until May 7. UPDATE: The lockdown set on April 16 has been extended until May 7.,2020-04-28,2020-05-01,2020-05-07,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in Pedro Aguirre Gerda beginning on April 23 and ending on April 30. The lockdown has been extended to May 7. UPDATE: The lockdown has been extended to May 7.,2020-04-28,2020-05-01,2020-05-07,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),6
Chile enforces a lockdown in the northern part of the commune of Ñuñoa from April 13 until April 16. The northern part of the commune of Ñuñoa will be understood as that part located north of Grecia Avenue. (There was a previous lockdown in the whole commune from March 26 to April 13). The lockdown has been extended until May 7. UPDATE: The lockdown set on April 13 has been extended until May 7.,2020-04-28,2020-05-01,2020-05-07,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
"Chile enforces a lockdown in the northern part of the commune of Santiago from April 13 to April 16. The northern area of the commune of Santiago will be defined as the area located north of the axis composed of Manuel Antonio Matta Avenue Almirante Manuel Blanco Encalada Avenue, Arica and 5 de Abril. The lockdown ends on May 4. UPDATE: The lockdown set in the north part of the commune of Santiago from April 13 that was due to end on May 7 ends because a new lockdown is established in the whole commune of Santiago from May 5.",2020-05-03,2020-05-04,2020-05-04,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
Chile is enforcing a one-week lockdown in the western area of the commune of Quilicura beginning on May 5 for 7 days. The west area of the commune of Quilicura is the area located to the west of the railway lines.,2020-05-03,2020-05-05,2020-05-12,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),7
Chile is enforcing a one-week lockdown in the commune of Recoleta beginning on May 5 for 7 days.,2020-05-03,2020-05-05,2020-05-19,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),14
Chile is enforcing a one-week lockdown in the commune of Cerrillos beginning on May 5 for 7 days.,2020-05-03,2020-05-05,2020-05-12,Chile,National,1,Lockdown,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Mandatory (Unspecified/Implied),7
Chile enforces a lockdown in the whole commune of Santiago from May 5 for 7 days.,2020-05-03,2020-05-05,2020-05-12,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile is enforcing a quarantine for Recoleta beginning on May 5 and ending on May 19. UPDATE: The quarantine has been extended to May 19.,2020-05-03,2020-05-05,2020-05-19,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),14
Chile is enforcing a lockdown in La Pintana beginning on April 30 and ending on May 7. The lockdown has been extended to May 15. UPDATE: The lockdown has been extended to May 15.,2020-05-07,2020-05-07,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),8
Chile is enforcing a lockdown in San Ramón beginning on April 30 and ending on May 7. The lockdown has been extended to May 15. UPDATE: The lockdown has been extended to May 15.,2020-05-07,2020-05-07,2020-05-15,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",8
Chile is enforcing a lockdown in the whole commune of San Ramón beginning on May 8 for 7 days. (There was a previous lockdown in the southern part of San Ramón from April 30 to May 7).,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile is enforcing a lockdown in the whole commune of La Pintana beginning May 8 for 7 days. (There was a previous lockdown in the northern part of the commune of La Pintana from April 30 to May 7).,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
"Chile redefines the western area of the commune of Puente Alto as the area located to the west of the axis composed of La Florida and Camilo Henríquez Avenues and south of the axis composed of Camino a San José del Maipo road and Camino al Volcán road, enforcing a lockdown from May 8 to May 15.",2020-05-08,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),7
"Chile is enforcing a lockdown in the north-eastern area of the commune of San Bernardo from May 8 to May 15. As of May 8, the north-eastern area of the commune of San Bernardo will be redefined as the area located north of the axis San José Avenue - Camino El Mariscal and east of the Central Highway - Ruta 5 Sur.",2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in Cerro Navia beginning on May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of Conchalí from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of La Cisterna from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of La Florida from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of La Granja from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of Lo Espejo from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of Lo Prado from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of Macul from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of Peñalolén from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of Renca from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of San Joaquín from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the commune of San Miguel from May 8 for 7 days.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile is enforcing a one-week lockdown in the urban area of the commune of Victoria beginning on April 30 for 7 days. The lockdown has been extended to May 15. UPDATE: The lockdown has been extended to May 15.,2020-05-07,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),7
Chile is enforcing a one-week lockdown in the urban area of the commune of Angol beginning on April 30 for 7 days. The lockdown has been extended to May 15. UPDATE: The lockdown has been extended to May 15.,2020-05-07,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),7
Chile is enforcing a lockdown in Quinta Normal beginning on April 23 and ending on April 30. The lockdown has been extended to May 15. UPDATE: The lockdown has been extended to May 15.,2020-05-07,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),7
Chile is enforcing a lockdown in the commune of Arica beginning on April 16 for 7 days. The lockdown has been extended until May 15. UPDATE: The lockdown set on April 16 has been extended until May 15.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile enforces a lockdown in the whole commune of Independencia from April 30 for 7 days. (There was a previous lockdown in the southern part of Independencia from April 23 to April 30). The lockdown has been extended to May 15. UPDATE: The lockdown has been extended to May 15.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
Chile is enforcing a lockdown in Pedro Aguirre Gerda beginning on April 23 and ending on April 30. The lockdown has been extended to May 15. UPDATE: The lockdown has been extended to May 15.,2020-05-07,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),7
Chile is enforcing a lockdown in the commune of El Bosque beginning on April 16 for 7 days. The lockdown has been extended until May 15. UPDATE: The lockdown set on April 16 has been extended until May 15.,2020-05-06,2020-05-08,2020-05-15,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",7
